annotation_id,claim_id,dataset,gold_label,claim_sha256,path_text,relations,path_type,evidence_tier,claim_predicate_families,kg_relation_family,predicate_aligned,endpoint_aligned,path_score,entity_pair_key,claim_cluster_id,duplicate_group_size,path_relevance,evidence_role,error_type,semantic_relation_remapped,actionability
eswa_0192,medfact_bench_300,scifact,SUPPORT,72e2980487eb747fab328084f5eed4bb619dcdc8a4a980fcc882518eff4ad3a4,Medroxyprogesterone Acetate --palliates--> breast cancer ; Medroxyprogesterone Acetate --causes--> Pregnancy,palliates;causes,2-hop,TWO_HOP_CONTEXT,ASSOCIATES,CONTEXT_ONLY,FALSE,TRUE,0.7471,Compound::DB00603||Side Effect::C0032961,claim_fa1dc83989,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0193,medfact_bench_1512,medaesqa,UNCERTAIN,d2052a4b197464b0203e2b17c025405063997e4a2e53cfb6572918e9961dfea2,Memantine --causes--> Apnoea ; Memantine --causes--> Surgery,causes;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB01043||Side Effect::C0543467,claim_27f16a7f65,2,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0194,medfact_bench_1943,medaesqa,UNCERTAIN,a032ebe593b4f50cc9db76d0d38c55bb8735a71b94fd80ff245dd2cf6b01b30c,Aripiprazole --causes--> Laceration ; Aripiprazole --causes--> Wound,causes;causes,2-hop,TWO_HOP_CONTEXT,ASSOCIATES,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB01238||Side Effect::C0043250,claim_fb9adfc4a5,2,IRRELEVANT,UNKNOWN,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0195,medfact_bench_1748,medaesqa,UNCERTAIN,1b0fd5681cb6a7cb27fff010d4ab5165e5c45e69817bdf661f361d415d42baa5,Esomeprazole --causes--> Eruption ; Esomeprazole --causes--> Dysplasia,causes;causes,2-hop,TWO_HOP_CONTEXT,CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB00736||Side Effect::C0334044,claim_c6a4d44472,2,PARTIAL,CONTEXT_ONLY,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0196,medfact_bench_1931,medaesqa,UNCERTAIN,d26ae3b5f65a440f1bdf2d33c727416fd055fdc1aab272197bc2b14885bc0bd8,Fluocinolone Acetonide --causes--> Wound ; Fluocinolone Acetonide --causes--> Abrasion NOS,causes;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.55,Compound::DB00591||Side Effect::C1302752,claim_a361ae747a,3,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0197,medfact_bench_1836,medaesqa,UNCERTAIN,d1e2bbeea418672f6423cfdcddf5f64535e81b33231a581a93b2408a93480152,RUNX2 --interacts--> UBC ; UBC --interacts--> IMPACT,interacts;interacts,2-hop,TWO_HOP_CONTEXT,EXPRESSION,CONTEXT_ONLY,FALSE,TRUE,0.7525,Gene::55364||Gene::860,claim_ad0cf0a552,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0198,medfact_bench_1930,medaesqa,UNCERTAIN,d26ae3b5f65a440f1bdf2d33c727416fd055fdc1aab272197bc2b14885bc0bd8,Fluocinolone Acetonide --causes--> Wound ; Fluocinolone Acetonide --causes--> Abrasion NOS,causes;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.55,Compound::DB00591||Side Effect::C1302752,claim_a361ae747a,3,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0199,medfact_bench_1935,medaesqa,UNCERTAIN,557a453a3904c13614432131c5c2bba59a106f68ccc46db3a59ed47ed8a4a507,Prednisone --causes--> Wound ; Prednisone --causes--> Trauma,causes;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB00635||Side Effect::C0043251,claim_bdd98ff341,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0200,medfact_bench_792,healthver,SUPPORT,c5c739d210e7942b37c002585504024dbc8440578ca75381a0fa74ed9d4be6a4,Chloroquine --palliates--> Coronavinae infectious disease ; Coronavinae infectious disease --palliates--> Favipiravir,palliates;palliates,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB00608||PrimeKG::Disease::MONDO:5719,claim_d15ae24e2a,5,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0201,medfact_bench_650,healthver,UNCERTAIN,d0248323c931671556ce7dc4c74b73065e5c75730196b74912ecf5d5c537093e,autoimmune disease --treats--> Triamcinolone ; Triamcinolone --treats--> systemic lupus erythematosus,treats;treats,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.8454,Compound::DB00620||PrimeKG::Disease::MONDO:7179,claim_99490d0b7c,7,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0202,medfact_bench_1982,medaesqa,SUPPORT,73152777fc43913bbc0f8f65573cab03c271dafe8b1cf413d39426ca5ddac587,Roflumilast --treats--> chronic obstructive pulmonary disease,treats,1-hop,DIRECT_PREDICATE_MATCH,TREATS,TREATS,TRUE,TRUE,0.9175,Compound::DB01656||Disease::DOID:3083,claim_eb3165f590,1,RELEVANT,SUPPORT,NONE,false,ACTIONABLE
eswa_0203,medfact_bench_1677,medaesqa,SUPPORT,4e9216bc959086ab3603ac58625f9f970ee7192f3a9aa51176d9723a1a4ce921,skull --expresses--> RUNX2,expresses,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0003129||Gene::860,claim_2c69e8cb0a,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0204,medfact_bench_1613,medaesqa,SUPPORT,46e7886d903eb33c71ac0865517b4be877d6f0ec75ef3c8b0189364c98c34236,RUNX2 --participates--> bone development,participates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Biological Process::GO:0060348||Gene::860,claim_18de2a076a,3,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0205,medfact_bench_1686,medaesqa,SUPPORT,6050c6007f1c36b5d808e946e445982e16310d95f008a4eb90b157800f51e132,HDAC4 --participates--> cell activation ; RUNX2 --interacts--> HDAC4,participates;interacts,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7212,Biological Process::GO:0001775||Gene::9759,claim_e7d6c22680,3,PARTIAL,SUPPORT,INDIRECT_BRIDGE,false,ACTIONABLE
eswa_0206,medfact_bench_1724,medaesqa,UNCERTAIN,9c4cc19083d1e6b530163136083873c7e31fa50add814c41eae2ca843612c390,RUNX2 --interacts--> RB1,interacts,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,INTERACTS,FALSE,TRUE,0.6675,Gene::5925||Gene::860,claim_cdb707bee7,3,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0207,medfact_bench_1738,medaesqa,UNCERTAIN,5b9673ca19cea96d1cde42a2e917c2db4cc2e32a6abf2e4df0ffa813b72568d8,CCNB1 --participates--> growth ; RUNX2 --interacts--> CCNB1,participates;interacts,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7013,Biological Process::GO:0040007||Gene::891,claim_cf99e5b962,30,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0208,pubhealth_validation_277,pubhealth,REFUTE,c0390565162efde63cedd5e0449468fd616b690d7c73537bbc804f34e4e48ffe,Progesterone --includes--> Progesterone,includes,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.4675,Compound::DB00396||Pharmacologic Class::N0000005934,claim_9c970c96df,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0209,pubhealth_test_423,pubhealth,REFUTE,5b5676e4ccf731758ed5c805f064454fc439744823a64ded36ceb8cb679e780a,osteoarthritis --localizes--> knee joint,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0001485||Disease::DOID:8398,claim_1540758fed,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0210,pubhealth_train_696,pubhealth,REFUTE,423e882052d41395cf6774b6d129b1ea42e1c009fd84d6781f8fb5d1b289e1d9,neutropenia --contraindicates--> Chloroquine ; Hydroxychloroquine --contraindicates--> neutropenia,contraindicates;contraindicates,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB00608||PrimeKG::Disease::MONDO:1475,claim_6cf4fcfeed,1,PARTIAL,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0211,pubhealth_validation_435,pubhealth,SUPPORT,67c8fd80dc11067c5e86945d8d4db2259b8cee27ff63e32b3268f5ac76d2be21,brain --upregulates--> NR1I3,upregulates,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000955||Gene::9970,claim_f90b2c46bc,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0212,pubhealth_train_1668,pubhealth,SUPPORT,8aa8b3d108e61228870af5aedf4b6549b946466371a18d74968dc37c2c2cbafc,KLK3 --associates--> prostate cancer,associates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,ASSOCIATES,FALSE,TRUE,0.6675,Gene::354||PrimeKG::Disease::MONDO:8315,claim_a8ddb92c36,1,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0213,pubhealth_test_1068,pubhealth,SUPPORT,db7ef2e21f4fea03d3b46a59aceb511b5e94bf41ae3a0c659c422a36dd7eeefd,Dextromethorphan --contraindicates--> injury ; brain injury --contraindicates--> Dextromethorphan,contraindicates;contraindicates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB00514||PrimeKG::Disease::MONDO_grouped:43510_5621,claim_bdff0ad35e,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0214,pubhealth_test_1174,pubhealth,UNCERTAIN,1d916d2c8ed0b02fb9b7c72745cc81b595c1f20d449c6e832b36a4aa2fb6fda3,brain --expresses--> MAGEE1,expresses,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000955||Gene::57692,claim_d4967a65c0,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0215,pubhealth_train_1437,pubhealth,UNCERTAIN,9a51dfa58daecd015c6b7c6ce6f2a013e4f0cdf25678069ef813db58dceee759,uterine fibroid --localizes--> uterus,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0000995||Disease::DOID:13223,claim_0c41adf1c5,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0216,pubhealth_train_1938,pubhealth,UNCERTAIN,ed2478d3978bb380212fd478346ab08b3ceb199103710b5877322efc8107d10b,heart --expresses--> HDAC9 ; HDAC9 --participates--> Disease,expresses;participates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.6425,Anatomy::UBERON:0000948||Pathway::PC7_3278,claim_751c55cb06,1,IRRELEVANT,UNKNOWN,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0217,medfact_bench_252,scifact,REFUTE,93ae53e6501bc2e921e55df8213f0e1f65209176410cab6b4bc9283c01958db4,type 1 diabetes mellitus --associates--> IL2,associates,1-hop,DIRECT_PREDICATE_MATCH,ASSOCIATES,ASSOCIATES,TRUE,TRUE,0.9175,Disease::DOID:9744||Gene::3558,claim_5b8137bbc4,3,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0218,medfact_bench_294,scifact,REFUTE,1a0f37f74dc9c5cae79e230ccf5baf4fbcd7a7a7317cd91f529141f925806626,FOXO3 --participates--> Disease,participates,1-hop,DIRECT_PREDICATE_MISMATCH,PRESENTS;ASSOCIATES,CONTEXT_ONLY,FALSE,TRUE,0.4675,Gene::2309||Pathway::PC7_3278,claim_3e629cc009,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0219,medfact_bench_197,scifact,REFUTE,36ef0a85cc1bf8ac7f60c6a5df674f825a4d603aef4200e70687336c769ab96e,brain --upregulates--> SLC23A2,upregulates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000955||Gene::9962,claim_d01590d812,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0220,medfact_bench_49,scifact,REFUTE,27c13780449392f60175316a8280fc9d078f58b03fcee5a8c2e5783ccad57af9,NADH --targets--> MT-ND3 ; MT-ND6 --targets--> NADH,targets;targets,2-hop,TWO_HOP_CONTEXT,INTERACTS;CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.7575,Compound::DB00157||Gene::4541,claim_81f5c66548,1,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0221,medfact_bench_298,scifact,SUPPORT,62caff8170f5635043ac2ecbced7b1d8d7a5a5cab0aec1a6d63d264533b593c7,Tamoxifen --treats--> breast cancer,treats,1-hop,DIRECT_PREDICATE_MATCH,TREATS,TREATS,TRUE,TRUE,0.9175,Compound::DB00675||Disease::DOID:1612,claim_3249170f28,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0222,medfact_bench_302,scifact,SUPPORT,5bc608ac789955836444988f88df64f8a10ce6fed6cd2de8a0cf1129460a135f,heart --expresses--> C7orf49,expresses,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000948||Gene::78996,claim_8a5cf15336,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0223,medfact_bench_104,scifact,SUPPORT,2e42cb2dfac47a8d50891164d81142d5aa584845fd551207b5dfd38a03dde43b,ROS1 --associates--> lung adenocarcinoma ; lung adenocarcinoma --associates--> FOXO3,associates;associates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.55,Gene::2309||PrimeKG::Disease::MONDO:5061,claim_6a4642ac1f,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0224,medfact_bench_26,scifact,UNCERTAIN,1fbc93b2c87a6c0c96a00b599f8dac1af692ddc814a44e8bb09b8fab7771dc9d,MAPRE2 --interacts--> MAPRE1,interacts,1-hop,DIRECT_PREDICATE_MATCH,INTERACTS,INTERACTS,TRUE,TRUE,0.9175,Gene::10982||Gene::22919,claim_078464d45d,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0225,medfact_bench_162,scifact,UNCERTAIN,8141725203ba1257f273706eb2ff9255d80d5014e63e00932baa3470af50813c,filariasis --contraindicates--> Ivermectin,contraindicates,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,CONTRAINDICATES,FALSE,TRUE,0.6675,Compound::DB00602||PrimeKG::Disease::MONDO:16075,claim_c42761c153,1,RELEVANT,REFUTE,POLARITY,false,ACTIONABLE
eswa_0226,medfact_bench_186,scifact,UNCERTAIN,fcb95483954a047fd166026feb2301afc4b2fbd34875f343ed660c798f186a40,Mercaptopurine --interacts--> TPMT,interacts,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,INTERACTS,FALSE,TRUE,0.6675,Compound::DB01033||Gene::7172,claim_90629dd051,1,PARTIAL,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0227,medfact_bench_170,scifact,UNCERTAIN,96b6a0b2cbf74464003776d458aef25c388a905b3fb4d3bd8b065704e29b17a9,embryo --expresses--> CDK1 ; CDK1 --interacts--> PIN1,expresses;interacts,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7137,Anatomy::UBERON:0000922||Gene::983,claim_9624f9c65b,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0228,medfact_bench_986,healthver,SUPPORT,5ddd65066a64f8a98b4f9195296c729c795e65af2ea499e0a767b38497310362,Quercetin --contraindicates--> Wilson disease ; Wilson disease --contraindicates--> Ascorbic acid,contraindicates;contraindicates,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.7567,Compound::DB00126||PrimeKG::Disease::MONDO:10200,claim_c793374a23,2,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0229,medfact_bench_906,healthver,UNCERTAIN,6d9a4c79599cfa83d8166e7c1431f7cec54b7921db72794ba1fdd4d1f01fe82b,lung --upregulates--> USP15 ; USP15 --participates--> Disease,upregulates;participates,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.6488,Anatomy::UBERON:0002048||Pathway::PC7_3278,claim_d2d2f1c112,3,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0230,medfact_bench_1914,medaesqa,SUPPORT,b646d515dfebf671ac0e1ae8b87e2ff2443ea336cb640a02c55052645f397fcc,epithelium --expresses--> THBS1,expresses,1-hop,DIRECT_PREDICATE_MATCH,EXPRESSION,EXPRESSION,TRUE,TRUE,0.9175,Anatomy::UBERON:0000483||Gene::7057,claim_c438bc53f9,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0231,medfact_bench_1837,medaesqa,SUPPORT,d322bb3834b25801437840c4c6f2a04cbb0f495d85e6a7ff497925ab97fa19e3,Short stature --presents--> cleidocranial dysplasia,presents,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO:7340||PrimeKG::Symptom::HPO:4322,claim_a7b08dcc20,2,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0232,medfact_bench_1612,medaesqa,SUPPORT,46e7886d903eb33c71ac0865517b4be877d6f0ec75ef3c8b0189364c98c34236,RUNX2 --participates--> osteoblast differentiation,participates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Biological Process::GO:0001649||Gene::860,claim_18de2a076a,3,RELEVANT,SUPPORT,NONE,false,ACTIONABLE
eswa_0233,medfact_bench_1591,medaesqa,SUPPORT,5b9673ca19cea96d1cde42a2e917c2db4cc2e32a6abf2e4df0ffa813b72568d8,SOX9 --participates--> cell growth ; RUNX2 --interacts--> SOX9,participates;interacts,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7212,Biological Process::GO:0016049||Gene::860,claim_cf99e5b962,30,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0234,medfact_bench_1723,medaesqa,UNCERTAIN,9c4cc19083d1e6b530163136083873c7e31fa50add814c41eae2ca843612c390,RUNX2 --interacts--> RB1,interacts,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,INTERACTS,FALSE,TRUE,0.6675,Gene::5925||Gene::860,claim_cdb707bee7,3,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0235,medfact_bench_1902,medaesqa,UNCERTAIN,eccb8bae0a4c0596cdea1b75b3dafb41d6e44ff77064fcab35fb5f7eda5b2ec6,epithelium --expresses--> SCARB1 ; SCARB1 --participates--> wound healing,expresses;participates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7025,Anatomy::UBERON:0000483||Gene::949,claim_43effd9610,1,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0236,pubhealth_train_883,pubhealth,REFUTE,2145e0974742ec2b636539489d4db47746766b12c325b2417b7ed62a0615a4a5,Alzheimer's disease --localizes--> brain,localizes,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0000955||Disease::DOID:10652,claim_b99b2934cd,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0237,pubhealth_test_423,pubhealth,REFUTE,5b5676e4ccf731758ed5c805f064454fc439744823a64ded36ceb8cb679e780a,osteoarthritis --localizes--> knee,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0001465||Disease::DOID:8398,claim_1540758fed,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0238,pubhealth_train_1840,pubhealth,REFUTE,f8c2a290a911a483e2e3d180094809ad1a80a51031e62afc28a498de41ef960e,cancer --contraindicates--> Tacrolimus ; Tacrolimus --causes--> Fasting,contraindicates;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.77,Compound::DB00864||Side Effect::C0015663,claim_e63489886d,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0239,pubhealth_validation_435,pubhealth,SUPPORT,67c8fd80dc11067c5e86945d8d4db2259b8cee27ff63e32b3268f5ac76d2be21,brain cancer --localizes--> brain,localizes,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0000955||Disease::DOID:1319,claim_f90b2c46bc,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0240,pubhealth_validation_206,pubhealth,SUPPORT,2df31940cada7eac4d4b63f65d23c7ab26f287fb6882231889629b19612829aa,Fever --presents--> Lassa fever,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO:5820||PrimeKG::Symptom::HPO:1945,claim_1eca8f61f2,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0241,pubhealth_validation_404,pubhealth,SUPPORT,5b15b211b941b35904f9389087bccb8ea465e3fb4a45fa90cd23f4d1187dec8e,heart disease --palliates--> Dexamethasone ; Dexamethasone --adverse_event_context--> Pain,palliates;adverse_event_context,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB01234||Side Effect::C0030193,claim_8b278828ef,1,IRRELEVANT,CONTEXT_ONLY,INDIRECT_BRIDGE,true,NON_ACTIONABLE
eswa_0242,pubhealth_test_1174,pubhealth,UNCERTAIN,1d916d2c8ed0b02fb9b7c72745cc81b595c1f20d449c6e832b36a4aa2fb6fda3,brain --upregulates--> MAGEE1,upregulates,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000955||Gene::57692,claim_d4967a65c0,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0243,pubhealth_test_262,pubhealth,UNCERTAIN,e76d66c2c680a5c21fd3e1bc4792fd0e21041f709b4c39e3fb119139ffbf3709,autistic disorder --localizes--> brain,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0000955||Disease::DOID:12849,claim_c62228ccff,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0244,pubhealth_train_1938,pubhealth,UNCERTAIN,ed2478d3978bb380212fd478346ab08b3ceb199103710b5877322efc8107d10b,heart --upregulates--> PSMD6 ; PSMD6 --participates--> Disease,upregulates;participates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.6488,Anatomy::UBERON:0000948||Pathway::PC7_3278,claim_751c55cb06,1,IRRELEVANT,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0245,medfact_bench_250,scifact,REFUTE,93ae53e6501bc2e921e55df8213f0e1f65209176410cab6b4bc9283c01958db4,type 1 diabetes mellitus --associates--> IL2,associates,1-hop,DIRECT_PREDICATE_MATCH,ASSOCIATES,ASSOCIATES,TRUE,TRUE,0.9175,Disease::DOID:9744||Gene::3558,claim_5b8137bbc4,3,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0246,medfact_bench_121,scifact,REFUTE,390fdb4964a2555235270cb733df8b728dadf94607035079e0ebb81cf536fab8,lung --expresses--> ARCN1,expresses,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0002048||Gene::372,claim_e617e0f61b,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0247,medfact_bench_49,scifact,REFUTE,27c13780449392f60175316a8280fc9d078f58b03fcee5a8c2e5783ccad57af9,ND3 --associates--> Leigh syndrome ; Leigh syndrome --associates--> ND6,associates;associates,2-hop,TWO_HOP_CONTEXT,INTERACTS;CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.72,Gene::4537||PrimeKG::Disease::MONDO:9723,claim_81f5c66548,1,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
